molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL3898165,Cn1c(=O)n([C@H]2C[C@@H](O)C2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,0.447
CHEMBL4111966,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,active,0.935
CHEMBL3890490,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,active,0.329
CHEMBL3958682,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,0.765
CHEMBL3898577,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,2.62
CHEMBL3935033,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)c(F)n1,active,0.365
CHEMBL3927821,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)c(F)n1,active,0.301
CHEMBL4109764,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)c(F)n1,active,0.552
CHEMBL3890119,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,active,0.563
CHEMBL4114060,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)c(F)cc3ncc21,active,0.69
CHEMBL4112870,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,0.315
CHEMBL3923182,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,0.152
CHEMBL3895211,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.418
CHEMBL3936943,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.176
CHEMBL3947316,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,0.238
CHEMBL3963290,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,1.12
CHEMBL3932205,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,1.09
CHEMBL4112039,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,1.78
CHEMBL3960323,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,active,0.2
CHEMBL4109786,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,active,0.84
CHEMBL3955034,CO[C@H]1C[C@@H](n2c(=O)[nH]c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.589
CHEMBL3972478,O=c1[nH]c2cnc3ccc(-c4ccc(OCCCN5CCCCC5)nc4)cc3c2n1C1CCOCC1,active,3.01
CHEMBL3946340,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,1.2
CHEMBL3979811,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC6)nc5)cc4c32)C1,active,0.292
CHEMBL3912416,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,active,1.33
CHEMBL3984782,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,0.567
CHEMBL3890358,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,active,0.555
CHEMBL3954517,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](OC)C2)c(=O)n4C)cn1,active,0.249
CHEMBL4114155,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,active,0.592
CHEMBL4110389,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)cn1,active,1.07
CHEMBL3932222,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCOC2)c(=O)n4C)cn1,active,0.534
CHEMBL3943165,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)cn1,active,3.15
CHEMBL3972724,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,active,0.799
CHEMBL3891448,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CCCOC3)c(=O)n2C)c(F)n1,active,1.02
CHEMBL3955067,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCOC2)c(=O)n4C)c(F)n1,active,1.34
CHEMBL4108353,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCOC2)c(=O)n4C)c(F)n1,active,1.44
CHEMBL3974856,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCC2)c(=O)n4C)c(F)n1,active,0.722
CHEMBL3932835,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2COC2)c(=O)n4C)c(F)n1,active,4.76
CHEMBL3946515,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,active,1.1
CHEMBL4110616,Cn1c(=O)n([C@@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,0.715
CHEMBL3964241,Cn1c(=O)n([C@H]2CCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,0.493
CHEMBL3899194,Cn1c(=O)n(C2COC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,3.02
CHEMBL3970378,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)ccc3ncc21,active,0.434
CHEMBL3890876,Cn1c(=O)n(C2CCC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,0.31
CHEMBL4110135,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4)ccc3ncc21,active,0.233
CHEMBL4109786,Cn1c(=O)n([C@@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCC5)nc4)ccc3ncc21,active,0.765
CHEMBL3906409,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCC5)nc4F)ccc3ncc21,active,0.554
CHEMBL4114446,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,0.507
CHEMBL3929864,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,0.31
CHEMBL4115552,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,active,0.741
CHEMBL3952396,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(NCCCN6CCCCC6)nc5)cc4c32)C1,active,0.22
CHEMBL3904625,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.334
CHEMBL4108514,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.0525
CHEMBL4115047,CO[C@@H]1CC[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,0.208
CHEMBL3898641,CO[C@H]1CC[C@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,0.324
CHEMBL4110808,CO[C@H]1CC[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,2.43
CHEMBL3923162,CO[C@@H]1CC[C@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,1.45
CHEMBL3938266,COc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCNCC2)c(=O)n4C)cn1,active,125.0
CHEMBL3967825,COC(=O)N1CCC(n2c(=O)n(C)c3cnc4ccc(-c5ccc(OC)nc5)cc4c32)CC1,active,11.2
CHEMBL3946658,COc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCN(C(C)=O)CC2)c(=O)n4C)cn1,active,26.5
CHEMBL3915261,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnn(CCCO)c4)ccc3ncc21,intermediate,1760.0
CHEMBL3937842,Cn1c(=O)n(C2CNC2)c2c3cc(-c4cnc5[nH]ccc5c4)ccc3ncc21,intermediate,3460.0
CHEMBL3914044,Cn1c(=O)n(C2CC2)c2c3cc(-c4cnc5[nH]ccc5c4)ccc3ncc21,active,135.0
CHEMBL3968419,Cn1c(=O)n(C2CC2)c2c3cc(-c4cnc(N)nc4)ccc3ncc21,active,216.0
CHEMBL3935310,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cnc(N)nc4)ccc3ncc21,active,494.0
CHEMBL3970131,COc1ncc(-c2ccc3ncc4c(c3c2)n(C2CC2)c(=O)n4C)cc1NS(=O)(=O)C1CC1,active,74.1
CHEMBL4079746,N#CCN1CCC(n2c(=O)cnc3cnc4ccc(-c5ccc(N)nc5)cc4c32)CC1,active,62.0
CHEMBL4171264,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3CC[C@H](OC)CC3)c(=O)n2C)cn1,active,240.0
CHEMBL3898577,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,2.6
CHEMBL4174323,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NC1CCOCC1,active,950.0
CHEMBL4159181,O=c1[nH]c2cnc3ccc(-c4cccnc4)cc3c2n1C1CCOCC1,intermediate,1600.0
CHEMBL4169828,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4cccnc4)ccc3ncc21,active,360.0
CHEMBL3950905,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,1.1
CHEMBL4173181,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(OCCN(C)C)nc5)cc4c32)C1,active,23.0
CHEMBL4172761,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(CS(C)(=O)=O)nc5)cc4c32)C1,active,160.0
CHEMBL4164853,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(CO)nc5)cc4c32)C1,active,230.0
CHEMBL4161022,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NC(=O)CCCN(C)C)nc5)cc4c32)C1,active,8.2
CHEMBL4171626,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(C(=O)NCCN(C)C)nc5)cc4c32)C1,active,130.0
CHEMBL4164430,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(N(C)CCN(C)C)nc5)cc4c32)C1,active,230.0
CHEMBL4175071,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(NCCN(C)C)nc5)cc4c32)C1,active,6.0
CHEMBL4170883,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@@H](C)C3CCOCC3)c(=O)n2C)cn1,active,490.0
CHEMBL3986918,CN(C)CCCOc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,active,0.78
CHEMBL4162952,COCc1ccc(-c2cc3c(cc2F)ncc2c3n(C3CCOCC3)c(=O)n2C)cn1,active,450.0
CHEMBL4167277,CCC(CC)CNc1c(C(N)=O)cnc2cc(F)c(-c3cnc(NCCN4CCCC4)nc3)cc12,active,8.6
CHEMBL4176135,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3C[C@@H](O)C3)c(=O)n2C)cn1,active,140.0
CHEMBL4168290,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3C[C@H](OC)C3)c(=O)n2C)cn1,active,160.0
CHEMBL4160664,COCc1ccc(-c2cc3c(cc2F)ncc2c3n([C@H]3C[C@@H](OC)C3)c(=O)n2C)cn1,active,100.0
CHEMBL4159593,CC(C)n1c(=O)n(C2CCOCC2)c2c3cc(-c4cccnc4)ccc3ncc21,inactive,30000.0
CHEMBL3924247,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2COC2)c(=O)n4C)cn1,active,1.5
CHEMBL3936734,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5)cc4c32)C1,active,0.25
CHEMBL3958682,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN(C)C)nc5F)cc4c32)C1,active,0.76
CHEMBL3954517,CNCCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](OC)C2)c(=O)n4C)cn1,active,0.25
CHEMBL3979811,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC6)nc5)cc4c32)C1,active,0.29
CHEMBL3936943,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCC6)nc5)cc4c32)C1,active,0.17
CHEMBL3960323,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCCCC6)nc5)cc4c32)C1,active,0.2
CHEMBL4173494,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCOCC6)nc5)cc4c32)C1,inactive,28000.0
CHEMBL4176012,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4ccc(-c5ccc(OCCCN6CCC(O)CC6)nc5)cc4c32)C1,inactive,27000.0
CHEMBL3972724,Cn1c(=O)n([C@H]2CCCOC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,active,1.1
CHEMBL3890490,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2CCCOC2)c(=O)n4C)cn1,active,0.33
CHEMBL4111966,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@@H]2CCCOC2)c(=O)n4C)cn1,active,0.94
CHEMBL3889770,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n([C@H]2C[C@@H](O)C2)c(=O)n4C)cn1,active,0.24
CHEMBL4167508,COCc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,370.0
CHEMBL3946515,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCCN5CCCCC5)nc4)c(F)cc3ncc21,active,1.2
CHEMBL3960662,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,0.57
CHEMBL3960662,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,0.04
CHEMBL4162142,Cn1c(=O)n(C2CCOCC2)c2c3cc(-c4ccc(OCCC[N+](C)(C)[O-])nc4)ccc3ncc21,active,5.0
CHEMBL4163629,CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3n2)n(C2CCOCC2)c(=O)n4C)cn1,active,1.7
CHEMBL4172819,CN(C)CCCOc1ccc(-c2ccc3nnc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,active,22.0
CHEMBL4159350,CN1CCN(CCC(=O)Nc2ccc3c(c2)Sc2cccc(-c4cc(=O)cc(N5CCOCC5)o4)c2S3)CC1,active,3.0
CHEMBL4218734,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,active,46.0
CHEMBL4166405,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,active,33.0
CHEMBL4215266,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4C)c(C(N)=O)cnc3cc2F)cn1,active,10.0
CHEMBL4209427,COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,active,140.0
CHEMBL4210849,COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)c4ccn(C)n4)c3c2)cn1,active,260.0
CHEMBL4216325,COCc1ccc(-c2ccc3nnc(C(N)=O)c(N[C@@H](C)c4nn(C)cc4C)c3c2)cn1,active,44.0
CHEMBL4205554,CNC(=O)c1nnc2ccc(-c3ccc(COC)nc3)cc2c1N[C@@H](C)C1CCOCC1,active,330.0
CHEMBL4217549,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,active,1.9
CHEMBL4217902,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)c1ccn(C)n1,active,3.9
CHEMBL4212961,Cc1cn(C)nc1[C@H](C)Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12,active,0.9
CHEMBL4213503,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12)C1CCOCC1,active,1.8
CHEMBL4208569,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12)c1ccn(C)n1,active,1.1
CHEMBL4210045,Cc1cn(C)nc1[C@H](C)Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12,active,0.5
CHEMBL4205148,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCN(C)C)nc3)cc12)c1ccn(C)n1,active,35.0
CHEMBL4205675,CNC(=O)c1nnc2ccc(-c3ccc(OCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,active,49.0
CHEMBL4217379,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(NCCN(C)C)nc3)cc12)C1CCOCC1,active,61.0
CHEMBL4218854,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,active,2.8
CHEMBL4213919,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)c1nn(C)cc1C,active,3.9
CHEMBL4217549,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc12)C1CCOCC1,active,0.29
CHEMBL4218854,CNC(=O)c1nnc2ccc(-c3ccc(OCCCN(C)C)nc3)cc2c1N[C@@H](C)C1CCOCC1,active,0.7
CHEMBL2325697,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cccc3[nH]ccc23)n1,inactive,30000.0
CHEMBL4285417,C[C@@H]1COCCN1c1cc(C2([S@](C)(=N)=O)CC2)nc(-c2cc[nH]c3nccc2-3)n1,inactive,30000.0
CHEMBL4281240,C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CC2)nc(-c2cncc3[nH]ccc23)n1,inactive,30000.0
CHEMBL4291436,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2(S(C)(=O)=O)CC2)n1,inactive,30000.0
CHEMBL3648329,CNc1nc2ccccc2n1-c1nc(N2CCOC[C@H]2C)cc(C2([S@](C)(=N)=O)CC2)n1,inactive,30000.0
CHEMBL4438748,CN(C)c1ccc(C(=O)Nc2cccc(NC(=O)COc3ccc4c(=O)ccoc4c3)c2)cc1,inactive,10000.0
CHEMBL4518369,C[C@H]1COCCN1c1nc(N2CCOC[C@H]2C)c2nc(-c3cc[nH]n3)sc2n1,active,20.0
CHEMBL4439259,Cc1cc2ncnn2cc1Nc1ncc2c(n1)n(C1CCOCC1)c(=O)n2C,inactive,17900.0
CHEMBL4574647,CCC(CC)CNc1c(C(N)=O)c(C)nc2ccc(-c3cccnc3)cc12,inactive,30000.0
CHEMBL4576302,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CS(C)(=O)=O)nc3)cc12,active,39.0
CHEMBL4560522,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(COC)nc3)cc12,active,45.0
CHEMBL4588822,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CO)nc3)cc12,active,87.0
CHEMBL4519670,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(CS(C)(=O)=O)cc3)cc12,active,70.0
CHEMBL4551177,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(COC)cc3)cc12,active,373.0
CHEMBL4567042,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccc(C)nc3)cc12,active,50.0
CHEMBL4585489,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cncnc3)cc12,intermediate,1840.0
CHEMBL4535526,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccnnc3)cc12,active,908.0
CHEMBL4585977,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cccnn3)cc12,active,571.0
CHEMBL4569880,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3ccncc3)cc12,active,418.0
CHEMBL4591401,C[C@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)c1ccn(C)n1,active,124.0
CHEMBL4552140,C[C@@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)c1ccn(C)n1,intermediate,1130.0
CHEMBL4548199,C[C@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)C1CCOCC1,active,168.0
CHEMBL4544394,C[C@@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)C1CCOCC1,active,730.0
CHEMBL4531643,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NCC1CCOCC1,intermediate,3230.0
CHEMBL4550293,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NCC1CCCCC1,active,456.0
CHEMBL4174323,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NC1CCOCC1,active,954.0
CHEMBL4514524,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NC1CCCCC1,active,132.0
CHEMBL4581380,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1SC1CCCC1,intermediate,9700.0
CHEMBL4578468,NC(=O)c1cnc2ccc(-c3cccnc3)cc2c1NC1CCCC1,active,137.0
CHEMBL4576684,CCC(CC)COc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12,inactive,30000.0
CHEMBL4543897,CCC(CC)CNc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12,active,73.0
CHEMBL4568247,CNC(=O)c1cnc2ccc(-c3cccnc3)cc2c1N[C@H](C)c1ccc(Cl)cc1,inactive,30000.0
CHEMBL4589441,C[C@@H](Nc1c(C(=O)O)cnc2ccc(-c3cccnc3)cc12)c1ccc(Cl)cc1,inactive,30000.0
CHEMBL4567252,C[C@@H](Nc1ccnc2ccc(-c3cccnc3)cc12)c1ccc(Cl)cc1,inactive,30000.0
CHEMBL4565988,C[C@@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)c1ccc(Cl)cc1,active,109.0
CHEMBL4527822,C[C@@H](Nc1c(C(N)=O)cnc2ccc(C#N)cc12)c1ccc(Cl)cc1,inactive,14400.0
CHEMBL4593348,CCC(CC)CNc1c(C(N)=O)cnc2ccc(C#N)cc12,active,820.0
CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,intermediate,3420.0
CHEMBL4569967,O=c1cc(-c2cccc3c2Sc2ccccc2C3)oc(N2CCOCC2)c1,active,149.0
CHEMBL222102,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,intermediate,1220.0
CHEMBL4166405,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,active,0.6
CHEMBL4218734,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,active,1.2
CHEMBL4565988,C[C@@H](Nc1c(C(N)=O)cnc2ccc(-c3cccnc3)cc12)c1ccc(Cl)cc1,active,2.0
CHEMBL4527822,C[C@@H](Nc1c(C(N)=O)cnc2ccc(C#N)cc12)c1ccc(Cl)cc1,active,49.0
CHEMBL4593348,CCC(CC)CNc1c(C(N)=O)cnc2ccc(C#N)cc12,active,8.0
CHEMBL2143829,COc1cc2ncnc(-n3nc(-c4ccccn4)nc3N)c2cc1OC,active,21.0
CHEMBL4569967,O=c1cc(-c2cccc3c2Sc2ccccc2C3)oc(N2CCOCC2)c1,active,0.8
CHEMBL222102,O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,active,2.0
CHEMBL4543599,CCC(CC)CNc1c(C(N)=O)cnc2c(C)cc(-c3cccnc3)cc12,intermediate,6000.0
CHEMBL4532124,NC(=O)c1cnc2ccc(-c3cccnc3)c(F)c2c1NC1CCOCC1,inactive,30000.0
CHEMBL4540906,NC(=O)c1cnc2cc(F)c(-c3cccnc3)cc2c1NC1CCOCC1,active,606.0
CHEMBL4543236,NC(=O)c1cnc2cc(Cl)c(-c3cccnc3)cc2c1NC1CCOCC1,intermediate,3250.0
CHEMBL4584911,NC(=O)c1cnc2c(F)cc(-c3cccnc3)cc2c1NC1CCOCC1,inactive,30000.0
CHEMBL4536989,NC(=O)c1cnc2c(Cl)cc(-c3cccnc3)cc2c1NC1CCOCC1,inactive,30000.0
CHEMBL4218734,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,active,46.0
CHEMBL4533539,COCc1ccc(-c2cc3c(N[C@@H](C)C4CCOCC4)c(C(N)=O)cnc3cc2F)cn1,active,52.0
CHEMBL4166405,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)cn1,active,33.0
CHEMBL4548927,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)c4ccn(C)n4)c3c2)c(F)n1,active,63.0
CHEMBL4563993,COCc1ccc(-c2cc3c(N[C@@H](C)c4ccn(C)n4)c(C(N)=O)cnc3cc2F)c(F)n1,active,73.0
CHEMBL4517663,COCc1ccc(-c2cc3c(N[C@@H](C)c4nn(C)cc4F)c(C(N)=O)cnc3cc2F)cn1,active,19.0
